tweet_id;text;task1;task2;ID
1128223819708162049;*hier nach belieben auch Politik(er) einfügen.;NOT;NONE;hasoc_2020_de_2663
1129130045224685572;Schlagabtausch  im ZDF..... regierungsgesteuerte SCHEISSE mit dementsprechendem Publikum vor Ort!!!!!!!!!!;HOF;OFFN;hasoc_2020_de_1266
1123557279037644801;ich verleih nie wieder mein scheiß crusher;HOF;PRFN;hasoc_2020_de_874
1131663094458003456;RT @neomagazin: Deutsche Carpool Karaoke #DoTheyKnowItsEurope https://t.co/JENTkGq11j;NOT;NONE;hasoc_2020_de_1344
1131180690777751552;WELT: Horst Seehofer kündigt kriminellen Clans den Kampf an WELT: Horst Seehofer kündigt kriminellen Clans den Kamp… https://t.co/RT1oMHEGvq;NOT;NONE;hasoc_2020_de_1282
1125641143490895872;RT @Das_KGB: Zum kotzen https://t.co/LGsgiE4Jjb;NOT;NONE;hasoc_2020_de_2590
1131966011295584256;RT @Hihi97948034: Mero ist ein Hurensohn;HOF;PRFN;hasoc_2020_de_2658
1133326932911808512;Wenn du schon seit knapp 10 Monaten mit einem Kollegen zusammen arbeitest, nie ein Wort Deutsch mit ihm sprachst, w… https://t.co/94SZrnqotc;NOT;NONE;hasoc_2020_de_1062
1128699319576612864;@domi_twr Einfach kein assi sein der im kreisel nicht blinkt. Und auf der autobahn wäre blinken auch vorteilhaft;NOT;NONE;hasoc_2020_de_2822
1125431663163531264;hab glaube echt gerade den größten hurensohn busfahrer deutschlands;HOF;OFFN;hasoc_2020_de_1305
1125778708260896770;RT @tagesschau: EVP-Spitzenkandidat Weber will Europa einen https://t.co/ooAUUBLZTj #Europawahl2019 #Weber #Wahlarena;NOT;NONE;hasoc_2020_de_1254
1124427395782643712;Warum haben linke Politiker eigentlich kaum ein richtiges Berufsleben?;NOT;NONE;hasoc_2020_de_94
1131875879913742337;Aaaain gabriel ❤️😍;NOT;NONE;hasoc_2020_de_2946
1129105403709743104;hört sich an wie Hintergrundmusik für  Mobilfunkwerbung #escorf;NOT;NONE;hasoc_2020_de_1384
1126030790100434944;@Der_OG_Julius ist der echt mit der zusammen;NOT;NONE;hasoc_2020_de_944
1132576718722617344;RT @TopTomCH: Aufruf zum ficken!  Da Er @MichaelHaenel3 seit über 3 Monaten keinen echten Schwanz mehr im Arsch hatte wird eine geiler Top…;HOF;PRFN;hasoc_2020_de_336
1130882173794496512;Damit wir vor #Scheisse bewahrt werden: #FusionBleibt !! https://t.co/0mLIf78Gms;HOF;PRFN;hasoc_2020_de_2289
1132919389169291265;@go73729092 @Ralf_Stegner Machen doch alle privaten Medien so!;NOT;NONE;hasoc_2020_de_1916
1134044712552357888;@xmerve021 ja ist halt echt;NOT;NONE;hasoc_2020_de_923
1125980915635773440;RT @Jesus_folgen: @HaraldBecker80 Als Gegenbeispiel gibt es ein Video, in dem gezeigt wird, wie die DEUTSCHE BUNDESKANZLERIN NAMENS MERKEL…;NOT;NONE;hasoc_2020_de_260
1126848356435865600;900.000 deutsche „Flüchtlinge“ im EU-Ausland https://t.co/8RsEOvFFY0;NOT;NONE;hasoc_2020_de_1943
1125744075880136704;"ALERTE Ruche4 Poids=10.2kg -&gt;https://t.co/WTpfLC1Afv  … Infos-&gt;https://t.co/nzwsT5HGPr (14:47:56) https://t.co/gjZnuXZoSy";NOT;NONE;hasoc_2020_de_154
1132456476415541248;@GG_SSBM was soll dieser scheiß man;NOT;NONE;hasoc_2020_de_3088
1131482424809054208;"RT @BB12_DE: @krippmarie @KunkelMuhme Die linken Schlägertrupps sind wieder in Deutschland unterwegs. 🙄

#unserwir https://t.co/mhkvN554er";NOT;NONE;hasoc_2020_de_217
1124999989590147075;RT @Atomreisfleisch: @jacky_lope Und man hört diese ganzen Elektro-Dinger nicht. Ich stelle mich schon heute auf das Geheule ein, wenn Leut…;NOT;NONE;hasoc_2020_de_2137
1133839673988718592;"* rachsüchtige Frauen. Es gibt hasserfüllte Frauen,  Frauen die betrügen und lügen. 

Hört auf eure Mysogynie hinte… https://t.co/k2mvmkkVsC";NOT;NONE;hasoc_2020_de_1965
1132931582032076800;"die arroganz der leute aus den westlichen bundesländern ist so ekelhaft und abstoßend, ich könnt kotzen 
wie kann m… https://t.co/uXdFuejOZB";HOF;HATE;hasoc_2020_de_1886
1124444323997716480;@Pokehita97 Hey sorry das ich so overreacted habe!! (kenn das deutsche wort für overreact nicht sry😅) CAN U PLS FOR… https://t.co/nLPmQIhVCW;NOT;NONE;hasoc_2020_de_1962
1125147385791942656;RT @burger_ein: Radikale Moslems und nationalistische Türken Die verschwiegenenen Wähler der Grünen https://t.co/u7Jj38Ldc1;HOF;HATE;hasoc_2020_de_2217
1134550809855844352;@Obi_Jan_Kenobii @walkerjole Die haben sich mit der Zeit schon selbst entsorgt.;NOT;NONE;hasoc_2020_de_762
1124388900464676864;"Siege &gt; CoD";NOT;NONE;hasoc_2020_de_227
1133480201197948929;RT @RolandTichy: Keiner redet vom Wetter, nur wir: Die Grünen sitzen jetzt ihrerseits in der Klimafalle: Radiale Maßnahmen sind hübsche For…;NOT;NONE;hasoc_2020_de_59
1130111608838139907;@MartinaHolst @rudolfuz Politiker kriegen bestimmt wieder Extrarechte;NOT;NONE;hasoc_2020_de_2573
1124744715868549121;Die Bigotterie von Grünen ist kaum aushaltbar. FCK NAZIS auf den Plakaten aber neben ihnen Stehen und Flyer verteil… https://t.co/D2SoJv7zU0;NOT;NONE;hasoc_2020_de_980
1130096303801872384;@STARGAMESTV69 @verankernLUL @Papaplatte @tim0cy arsch https://t.co/ezeiGmpJAb;NOT;NONE;hasoc_2020_de_792
1131161308911398913;EINFACH NUR AUS ZEITVERTREIB;NOT;NONE;hasoc_2020_de_1069
1133436311979868161;@Tlaytweet hilfe diese frau was befindet sich in ihrem kopf an der stelle, wo normale menschen ein hirn haben?;HOF;OFFN;hasoc_2020_de_2052
1124546006505357312;"RT @PeterZobel4: @ZDFheute ""Keine Zusammenarbeit mit rechten Parteien"". Also gehört Merkel einer linken Partei an? Oder was soll das heißen?";NOT;NONE;hasoc_2020_de_3433
1129294617134784514;"Gutschein ""-50% REBELITA Fleecepulover für Frauen!"" https://t.co/EC0VX6LWYj";NOT;NONE;hasoc_2020_de_1435
1129510569256587264;#Hofheim Hobbyhure-sucht-Taschengeld: Anna zarte St*te - Zarte, deutsche St*te  will d... https://t.co/z5s5n4K9fl https://t.co/FJqJxBuyIS;HOF;PRFN;hasoc_2020_de_2513
1132621144824139776;„Die Wähler sind halt zu dumm, sodass wir ihnen unsere Positionen nicht vermitteln konnten. Diese Verachtung für si… https://t.co/rMolA6HBKi;HOF;HATE;hasoc_2020_de_862
1125732050818994176;"benutze dein Gehirn! 
Niemand hat mich bezahlt :(
#EducaAunFifi";NOT;NONE;hasoc_2020_de_682
1124636523788406784;RT @Ulrik_von: @spdberlin @gabischoff @RaedSalehBerlin Das neue Logo ist auch schon fertig. https://t.co/BZeIk9yBzf;NOT;NONE;hasoc_2020_de_2005
1132616921155743745;@RainerWinklerDE Lieben Heteros, jetz habter richtig Scheiße am Arsch, etzala fliegt ihr raus.;NOT;NONE;hasoc_2020_de_1763
1134560620349706240;@Piratenpartei Was soll dieses Gequatsche von Nazis? Wer gegen ILLEGALE Migration und linken Gesinnungsterror ist,… https://t.co/FRLCTDCZoE;NOT;NONE;hasoc_2020_de_3104
1134399169010065408;@nicerlucas Scheiß alki;HOF;PRFN;hasoc_2020_de_2162
1128376953747247105;@DanyVause Deutsche Kultur https://t.co/nUdQfuCLsc;NOT;NONE;hasoc_2020_de_2690
1128709427824136192;@maynstream Bin halt aber schon tip-top motivator https://t.co/AvRaWLUEMI;NOT;NONE;hasoc_2020_de_380
1128390300026789888;ich hasse meine eltern ohne spass diese dummen hurensohne ich bin fucking 14 und die heulen rum wenn ich EINE fuxki… https://t.co/ARddcXxbDn;HOF;PRFN;hasoc_2020_de_1320
1127530950055874561;scheiß bauchschmerzen;NOT;NONE;hasoc_2020_de_2707
1132663154943700997;"@DrThomasBruns @VonSchwer Wer tritt denn heute von den dt. Politikern noch zurück?
Demnach hätte Merkel schon vor J… https://t.co/rRzVlfdkMK";NOT;NONE;hasoc_2020_de_2890
1132690636027641857;RT @ZDFheute: Wer wählte die Grünen bei der #Europawahl2019? https://t.co/bDmYsTVuTf;NOT;NONE;hasoc_2020_de_2065
1125638278768680960;@tukyabitch lass linken;NOT;NONE;hasoc_2020_de_870
1127788065081188352;"Merkel hat Deutschland abgehakt.
Es interessiert sie einfach nicht mehr.
Sie reist ein bisschen durch die Welt und… https://t.co/ofrWEtyVKP";NOT;NONE;hasoc_2020_de_3504
1128675315574870016;Alkohol und Schwangerschaft: Noch nicht geboren – schon betrunken https://t.co/mEMT2egFpC;NOT;NONE;hasoc_2020_de_2792
1134102967248965633;"RT @____Firefox___: Der Kern der #Grünen Pädo und Nekrosex Sekte.

Was ist das doch für ein widerliches Geschmeiß 

Die Grünen müssen weg h…";HOF;PRFN;hasoc_2020_de_95
1127310656829624323;"RT @Zar2001doz: @tagesschau Trump war im Dezember in Deutschland, ohne Merkel und Maas überhaupt bescheid zu geben.
Jetzt versetzt Pompeo d…";NOT;NONE;hasoc_2020_de_664
1129060973451644929;"Kölner Stadt-Anzeiger: Martin Schulz wirft Merkel Untätigkeit für Europa vor – ""Skandal, dass sie am Euro https://t.co/ARMwSBbkGH";NOT;NONE;hasoc_2020_de_1882
1125010013955788800;"RT @Glockto: Wenn ich Blumenkohl zubereite, muss ich immer vorstellen, dass ich ein Gehirn seziere.

""Und das, werte Kolleginnen und Kolleg…";NOT;NONE;hasoc_2020_de_883
1124770884101787648;"RT @zuckerbienchen_: Bin kurz vor den 2.222 Followern!

Ein paar von euch können sich jetzt schon mal ausziehen und mir dann ihre Nudes sch…";NOT;NONE;hasoc_2020_de_1057
1126070753466753024;„Schlimmer geht es nicht“ – Adidas-Chef Rorsted rechnet mit Bundeskanzlerin Merkel ab https://t.co/QsBE9yAeXY via @DrDavidBerger;NOT;NONE;hasoc_2020_de_3048
1127597685618499586;@untenistoben Unfassbar. Merkel muss weg!;NOT;NONE;hasoc_2020_de_3486
1130015697675935745;@ZDFheute @wulfschmiese Ach, und mit Leuten wie Maas und Merkel, die uns vorgelogen haben, der unheilvolle… https://t.co/M4pnSEFeHF;NOT;NONE;hasoc_2020_de_12
1132379947161587713;@milkiriveri Beißt Dir den Kopf ab;NOT;NONE;hasoc_2020_de_2980
1129871543637557248;RT @tabeayy: meine tante schickt das einfach in die familiengruppe und i- https://t.co/NFpw13DNHU;NOT;NONE;hasoc_2020_de_374
1128426127754711041;RT @SpiegelAnti: Warum die Europäer Vasallen der USA sind und wie von dieser Tatsache abgelenkt wird https://t.co/t02eVtMCZf;NOT;NONE;hasoc_2020_de_2188
1127905694341058561;macht mich schon wieder absolut sad dass ich nichts kann;NOT;NONE;hasoc_2020_de_2383
1125499250186555398;"Achja Deutsche und ihr Heldenmythos😒
https://t.co/JiCFjakW4W";NOT;NONE;hasoc_2020_de_2286
1128625701152788482;@WELTnews Don alphonso? Echt jetzt? Der komische neue-Rechte, der nie Ahnung hat?;NOT;NONE;hasoc_2020_de_2306
1129705843488886784;@vanHimbeeren @tagesschau Wenn ich ihr Gesicht sehe muss ich auch brechen! 😁;NOT;NONE;hasoc_2020_de_2826
1128139228989337601;RT @AliceWo18626168: Merkel spalterische Eurorettungspolitik entpuppt sich als fiskalisches Fiasko un Täuschungskonstrukt https://t.co/FDHX…;NOT;NONE;hasoc_2020_de_210
1129681206122078208;@tagesschau Mir doch Scheißegal;NOT;NONE;hasoc_2020_de_1043
1128393147975905280;Und noch eine Luftblase: Merkel strebt Klimaneutralität bis 2050 an https://t.co/kDlqUZcdo1;NOT;NONE;hasoc_2020_de_362
1125805627291439105;@Tulpa2230 @ZDFheute @PeterToitberg @ArminWolf Die Arroganz der Linken schadet nicht nur dem politischen Diskurs so… https://t.co/5EElap5LXN;HOF;HATE;hasoc_2020_de_389
1124639967291039745;@schwartz_ht @internetbazi @KulierJarolina Ist Dein bester Freund auch so 1 Hurensohn wie der Bazi?;HOF;OFFN;hasoc_2020_de_1245
1124617385175134208;@Golzheimer Das ist das Resultat Merkel Deutschland Europa Welt Politik/Merkel kassierte Milliarden für Aufbau der… https://t.co/q2smFXJmoE;NOT;NONE;hasoc_2020_de_768
1127101524608454657;Kennst du schon „Ryan Riback - Kinder Eyes (HoshiMusikDesign)“ von HoshiMusikDesign auf #SoundCloud? #np https://t.co/sTtTrCgBFZ;NOT;NONE;hasoc_2020_de_2847
1133891209414549505;"Neueste Videos :  30.05.2019 von KikiVega -&gt; Krasse Aktion. Von der Strasse direkt in den ARSCH !! https://t.co/bzbpPlIsgw";HOF;PRFN;hasoc_2020_de_171
1133744543013265408;RT @heuteshow: Einfach weiter lächeln. #AKK #Merkel https://t.co/8dTW0WHlnI;NOT;NONE;hasoc_2020_de_111
1133574749177679872;Deutsche hobby pornos, deutsche junge schlampen porno. Teens ficken hd frauen ficken sich. https://t.co/QCWxAen3tA;HOF;PRFN;hasoc_2020_de_2467
1129469322466910209;Dir würde ich jetzt gerne in deinen geilen Arsch ficken und dir das Arschloch voll spritzen.  Geile Sau… https://t.co/h0as0ch4s8;HOF;PRFN;hasoc_2020_de_3126
1125357876942446592;@realverlust Kotzen muss ich so oder so 😂;NOT;NONE;hasoc_2020_de_2546
1125681958254673927;@SchwesterFD Einfach nur ❤❤❤;NOT;NONE;hasoc_2020_de_2255
1134524796786679808;@Dieter_Grind Da brauchts nicht mal was staatlich organisiertes. Die Leute sind so im Kopf gfickt, die schaffens selbst;HOF;PRFN;hasoc_2020_de_2702
1126772867339673600;@KNA_Redaktion @bodoramelow Hmm, ab 1933 unterstützte die Kirche ja auch die Nazis! 🤷🏼‍♀️;NOT;NONE;hasoc_2020_de_2003
1134196022052368384;"@Karl_Lauterbach Du Super Spinner!
Ihr seit doch die Mietpreis Wucherer mit Eurem Styropor "" das Pack"" Gabriel.
Verlogene Scheiss Partei";HOF;HATE;hasoc_2020_de_3465
1133089841481232385;RT @434Italo: Niemand in Europa redet vom Klimaschutz. Nur in eurer kleinen, deutsch-chauvinistischen Welt, die ihr euch eingerichtet habt,…;NOT;NONE;hasoc_2020_de_2022
1127995167217262592;"@sailorvicious_ DAS DOCH FRÜHER! :&gt;";NOT;NONE;hasoc_2020_de_2332
1127299491583991809;@jusederjude kinder sind halt dumm wie scheiße schade;HOF;HATE;hasoc_2020_de_2675
1125705874180399104;RT @tagesschau: Auf 11 Quadratmetern mit einer vierköpfigen Familie: Junge Wohnkonzepte in Europa. Unsere neue Serie #Club28 zeigt Probleme…;NOT;NONE;hasoc_2020_de_20
1128219658971176960;@bernd471 @Silke1974geb @Mrchentante1 Die Linken und Grünen scheinbar doch!;NOT;NONE;hasoc_2020_de_1040
1125450592061665282;@Sudelheft Was für ein dummes widerliches Arschloch;HOF;PRFN;hasoc_2020_de_3310
1127968445323198464;Merkel hat doch fast alles erreicht!Den Rest Deutschland schafft sie auch noch!Macht alle weiter so und denkt das s… https://t.co/vjHZSOALty;HOF;OFFN;hasoc_2020_de_951
1133263997405474816;"Extension: Daniel Mitchell (F) | Telford Tigers -&gt; Telford Tigers | https://t.co/nkx2RGNWVN #NIHL";NOT;NONE;hasoc_2020_de_2388
1128290915976712194;"RT @Ricarda_Lang: Konservative: Die Linken machen nur noch Identitätspolitik und sind deshalb Schuld am Rechtsruck. 

Linke: Lasst mal über…";NOT;NONE;hasoc_2020_de_3339
1134553221568110592;RT @schautnichtweg: @LoveGuerillos @thorser62 @luciamertins @kmw2904 Ich pack’s langsam nicht mehr 🙈😅🤩 https://t.co/VtR6VnY7LL;NOT;NONE;hasoc_2020_de_2184
1131616638342782976;Merkel Doktorarbeit: Ein Fake? | MMnews https://t.co/nmHgVfK0IA;NOT;NONE;hasoc_2020_de_2579
1134560322528907265;@citylayer Ich packs eh überhaupt nicht, dass es hier schon so weit ist. Anscheinend taugt die neue Balkonlage echt was. 😂;NOT;NONE;hasoc_2020_de_491
1129793496045502464;@coffeiniker Oder der Aluhut zu fest auf dem Kopf sitzt und das restliche Hirn zerquetscht;NOT;NONE;hasoc_2020_de_2973
1126077124576722945;"@Enrico95151143 @welt Schon ""irritierend"" dass hinter Herrn Kühnert nicht nur der DIW-Präsident Fratzscher sondern… https://t.co/YKvE1icEOW";NOT;NONE;hasoc_2020_de_440
1124486669690912768;pass that Deutsche;NOT;NONE;hasoc_2020_de_1735
1131060528158257152;"RT @_Adora_Belle_: Politiker so: ""Die Jugend ist so unpolitisch!""
#Rezo  so: *beschäftigt sich mit Politik*
Politiker so: ""Mimimi, #fakenew…";NOT;NONE;hasoc_2020_de_1911
1134117936703135744;Zurück ins Jugendzimmer https://t.co/PRUP8CoQDH;NOT;NONE;hasoc_2020_de_2434
1128535116781891585;RT @VQuaschning: #Merkel will Klimaneutralität bis 2050. Reicht nicht für Paris. Mit aktueller Politik wirds auch nichts vor 2200. Merkel i…;NOT;NONE;hasoc_2020_de_384
1124792304433287168;Gabriel morreu;NOT;NONE;hasoc_2020_de_1644
1125139898971971587;@ThorsMetkeller Bestell dir halt früher was DansGame;NOT;NONE;hasoc_2020_de_2376
1131104706774880257;Juristen die nichts können werden Politiker vom Kaliber Maas!;NOT;NONE;hasoc_2020_de_1730
1129647102232023040;@YohBuh @ZeeLikeZorro @MOOOrizzle Scheiß Nazi!!!!!;HOF;OFFN;hasoc_2020_de_750
1131583708861992961;RT @Craftergut5: @CDU Das ist eure Politik Merkel und sie der Verbrecher Macron. https://t.co/erTdrUYp19;HOF;OFFN;hasoc_2020_de_49
1132192612763488256;KEIN WUNDER !!! Diese NAZIS wollten/wollen ÖSTERREICH PUTSCHEN !!! KEINE MACHT diesen NAZIS !!! #HCSmussWeg… https://t.co/tBdl3Nn8Io;NOT;NONE;hasoc_2020_de_1102
1128193356478152705;RT @alextv: Gibt es eigentlich Puffs für Frauen? 🤔;NOT;NONE;hasoc_2020_de_602
1133367865116168192;"Das linke Wahldesaster in Europa

Strömungsübergreifend haben linke Parteien bei der EU-Wahlen verloren. Ein nachha… https://t.co/BuBI5szpRx";NOT;NONE;hasoc_2020_de_164
1124830652942245889;@BILD Sie meisten Grünen sind Alkoholiker.;HOF;HATE;hasoc_2020_de_2336
1125744604370829312;"RT @chil_ro: Es gibt immer dieses ""nur mal kurz"" ARSCHLOCH! https://t.co/SZGCAiHsqc";HOF;PRFN;hasoc_2020_de_1121
1128194199533256704;Freiheizstatue: RT AchimSpiegel: Bei Euch LINKEN gäbe es gar nichts, außer Zerfall, Armut und Unterdrückung.… https://t.co/Q9C1DUmSye;NOT;NONE;hasoc_2020_de_2062
1131578390513893381;RT @Grottekbrutal: Deutsche Traumurlaub https://t.co/5xAiARXiCe;NOT;NONE;hasoc_2020_de_1226
1125326851696623617;RT @BytePirat: Es ist eine Schande! Es gibt tausende bedürftige Kinder und Familien. Warum kann man diese Lebensmittel nicht verschenken? h…;NOT;NONE;hasoc_2020_de_3467
1123504611158106112;"RT @PParzival: #Aufstehen gegen pseudolinken Grüne
Die vormalige grüne Friedenspartei hat sich zur schrillsten Kriegspartei gemausert, die…";NOT;NONE;hasoc_2020_de_300
1125846572078649344;Der Doktor hat ein Herz. Das ist NICHT dumm! #HomeForWhovians;NOT;NONE;hasoc_2020_de_1767
1134521730729500672;@weilkp1 da stimmt einfach alles vallah;NOT;NONE;hasoc_2020_de_2501
1125080683775447040;@frauE_ausB Du leckst den ab????🙄;NOT;NONE;hasoc_2020_de_1020
1128585066723069953;@faznet Nun die USA machen doch nur was Merkel selbst fordert. https://t.co/BRS9z1Yuz5;NOT;NONE;hasoc_2020_de_632
1127303581038780416;@RandyRaudi @tagesschau Was hat das mit dem Islam zu tun? Alle Religionen gehören zum Teufel, um es mit ihrem Wort zu sagen;NOT;NONE;hasoc_2020_de_1584
1133395895662383104;Was machen eigentlich die Linken und ihre symphatische Vorzeigekandidatin , weiss man da was ?;NOT;NONE;hasoc_2020_de_1500
